ZOOM,PRUEBA,MODEL,BATCH_SIZE,EPOCH,CURRENT_LOSS,ACCURACY,ESTRATO_1,ESTRATO_2,ESTRATO_3,ESTRATO_4,ESTRATO_5,ESTRATO_6,NO_DEFINIDO,PRECISION,RECALL,F1_SCORE,MEAN_IOU,RUN_TIME
15_SIMPLE,9,MobileUNet,2,70,0.9204792857142853,0.6281744857142856,0.3021824571428575,0.2581647142857143,0.7967782000000004,0.6010632571428569,0.1068379714285714,0.9005571428571428,1.0,0.7127020794201927,0.6281745038713726,0.6274445046625244,0.22601941632628905, 1 hours 49 minutes 19 seconds
15_SIMPLE,10,MobileUNet-Skip,1,70,0.47465857142857115,0.7584154571428571,0.3509095428571429,0.47423015714285716,0.8316573714285717,0.6476179857142859,0.1201852285714285,0.9010900142857142,1.0,0.8125354740858654,0.7584154619489399,0.7589982709484857,0.3354255629986125, 2 hours 8 minutes 53 seconds
15_SIMPLE,11,MobileUNet-Skip,2,70,0.5933689285714286,0.717114114285714,0.31851351428571445,0.4066052,0.7814995000000001,0.6084178428571428,0.11134159999999999,0.9021519285714286,1.0,0.7589384505872799,0.7171141706194195,0.7100169529881797,0.30931296234325467, 1 hours 50 minutes 29 seconds
15_COMPOUND,1,FC-DenseNet56,1,50,0.5705545,0.7583933800000001,0.3229694799999999,0.47401116000000004,0.82991504,0.6148792399999999,0.14920918000000002,0.9009933400000003,1.0,0.8445800185707193,0.7583934326171875,0.7669188296852105,0.3426550098457457, 1 hours 59 minutes 11 seconds
15_COMPOUND,2,FC-DenseNet56,1,70,0.4587214285714285,0.7574577999999998,0.34363560000000004,0.46486442857142835,0.8029145285714285,0.6230620285714286,0.1875202571428572,0.9010501571428572,1.0,0.8126709440173835,0.7574577985491069,0.7541263931510462,0.34094722459272003, 2 hours 39 minutes 2 seconds
15_COMPOUND,3,Encoder-Decoder,1,70,0.5807117857142855,0.7479898857142857,0.3051417714285714,0.43871288571428557,0.7684177000000002,0.6086781142857145,0.10039998571428564,0.9000669857142849,1.0,0.8228155966068659,0.747989937918527,0.762011316966526,0.293463003555298, 2 hours 41 minutes 12 seconds
15_COMPOUND,4,Encoder-Decoder,2,70,0.7113478571428569,0.6662100428571431,0.3024579285714288,0.45665519999999993,0.784421328571428,0.6066451857142859,0.10024217142857135,0.9000011285714276,1.0,0.7045881785322312,0.6662100437709262,0.6492219781725349,0.2636574187115137, 2 hours 11 minutes 17 seconds
15_COMPOUND,5,Encoder-Decoder-Skip,1,70,0.39519642857142817,0.7901691142857145,0.3619772571428572,0.5515153,0.764022842857143,0.6743426857142856,0.19247550000000002,0.9019434142857143,1.0,0.8255000002257387,0.7901691327776228,0.7850015309678199,0.358891488053411, 2 hours 38 minutes 47 seconds
15_COMPOUND,6,Encoder-Decoder-Skip,2,70,0.45141607142857143,0.7221257142857141,0.32036710000000007,0.39480852857142845,0.8961988714285715,0.6408397714285714,0.13916150000000008,0.9037991285714286,1.0,0.7739002739888575,0.7221257455008369,0.7107084051119478,0.31180350048277977, 2 hours 16 minutes 52 seconds
15_COMPOUND,7,FRRN-A,1,70,0.3702500000000004,0.7498137142857145,0.3921105000000002,0.4295800857142857,0.8415473285714288,0.7231328142857142,0.15285752857142856,0.9081339285714286,1.0,0.7715881560061393,0.7498136901855469,0.7341628215568652,0.3342510094259417, 3 hours 13 minutes 31 seconds
15_COMPOUND,8,MobileUNet,1,70,0.86538,0.6827858714285714,0.3006922,0.2982066857142857,0.8199327142857148,0.6221328857142859,0.10089514285714282,0.9000878571428562,1.0,0.792785884775441,0.6827858625139508,0.6990626261746863,0.25021988223027397, 1 hours 58 minutes 45 seconds
15_COMPOUND,9,MobileUNet,2,70,0.9900121428571428,0.6059656142857142,0.3003463714285716,0.21118142857142863,0.8168245,0.6017534142857145,0.10915117142857139,0.9002066142857135,1.0,0.6663875357324487,0.6059656197684151,0.5947782942629443,0.2193168153765177, 1 hours 49 minutes 7 seconds
15_COMPOUND,10,MobileUNet-Skip,1,70,0.49239214285714294,0.7555363142857138,0.3296919285714285,0.4944402000000003,0.8764766285714286,0.6253403571428572,0.1260835714285714,0.9002596714285712,1.0,0.8160982265284304,0.7555363028390064,0.7561046116418586,0.3291001664622869, 2 hours 9 minutes 23 seconds
15_COMPOUND,11,MobileUNet-Skip,2,70,0.6481425000000003,0.7137297428571429,0.3118810999999999,0.4354231999999999,0.792130357142857,0.6308205571428571,0.12244961428571427,0.9006122714285714,1.0,0.744544575105937,0.7137297930036274,0.7014077639979647,0.3020981348139186, 1 hours 58 minutes 39 seconds
