ZOOM,PRUEBA,IOU_ESTRATO_1,IOU_ESTRATO_2,IOU_ESTRATO_3,IOU_ESTRATO_4,IOU_ESTRATO_5,IOU_ESTRATO_6,IOU_NO_DEFINIDO
13_SIMPLE,1,0.008803006354543562,0.2603887067062105,0.37673353830119416,0.013065436978480456,0.0017497812773403325,0.0,0.873695212746165
13_SIMPLE,2,0.02224631405992489,0.31037416164854065,0.4691740770368301,0.11339701200097967,0.00864402608588655,0.0,0.8840528459990619
13_SIMPLE,3,0.009701872623686734,0.14683253680809996,0.16916634911979575,0.024350006598917777,0.0,0.0,0.3982007735380458
13_SIMPLE,4,0.0092382209978713,0.12710387072634863,0.2242019546792915,0.014556871699728843,0.0,0.0,0.4896580417618068
13_SIMPLE,5,0.12326985913914712,0.29150203829243715,0.4127327230238733,0.08370792128658476,0.0010638297872340426,0.0,0.8755244253258481
13_SIMPLE,6,0.16349902349472697,0.27110842846741023,0.3587618687365053,0.12399103139013452,0.0018264840182648401,0.0,0.8311341220261494
13_SIMPLE,7,0.0550171747202494,0.21712213006034184,0.32684520725284094,0.15774932614555257,0.012677306423346853,0.0,0.7453591532125294
13_SIMPLE,8,0.018495955020038334,0.11659534128417727,0.047090890898307175,0.0004332755632582322,0.0,0.0,0.3278576663313558
13_SIMPLE,9,0.0006060356406377168,0.08620529886706096,0.08783580851570297,0.002620689655172414,0.0,0.0,0.37520503077731365
13_SIMPLE,10,0.05149335129339165,0.23386721793534676,0.3264343774450574,0.0637214983713355,0.0027522935779816515,0.0,0.8254804224221117
13_SIMPLE,11,0.006836880785246337,0.23220937303057798,0.2734699675269905,0.008015597920277296,0.008500120569086087,0.0,0.7651802258209599
13_COMPOUND,1,0.0018459266551809008,0.2905872549531953,0.4278363262374298,0.031751336898395724,0.01452459618208517,0.0,0.8644668471269688
13_COMPOUND,2,0.027221511102406695,0.2855048400345554,0.4224541253222392,0.0291994224290069,0.010874374199557574,0.0,0.8940161085640808
13_COMPOUND,3,0.017281647150657664,0.10069835435506465,0.18311999287975003,0.06537936172854837,0.0,0.0,0.43703035722267314
13_COMPOUND,4,0.0017177914110429449,0.10762823743842409,0.21696849778207208,0.006768516727905628,0.0013452914798206279,0.0,0.47613604351162364
13_COMPOUND,5,0.11540889398441778,0.2884613670965007,0.44972047987593106,0.13689562547966233,0.016572961054011133,0.0,0.8749283398197909
13_COMPOUND,6,0.17445176329946205,0.29528467506884204,0.39223614939928775,0.1234098793986453,0.002157023103659783,0.0,0.8178036333277732
13_COMPOUND,7,0.061989682057680684,0.1963470194446007,0.2817724635872598,0.13316305398315614,0.007601348722604072,0.0,0.7375010612231256
13_COMPOUND,8,0.0034992916573891005,0.1585328119588938,0.10490371538848273,0.0,0.0,0.0,0.33914540758215694
13_COMPOUND,9,0.0,0.13059628588732894,0.12443208018356539,0.00029086678301337986,0.0004616805170821791,0.0,0.375609244997853
13_COMPOUND,10,0.044924547520601515,0.216821805118646,0.2964377806569149,0.04673899525064323,0.003011877828054299,0.0,0.8036047617620463
13_COMPOUND,11,0.030943029513445394,0.19476598673782725,0.3132872946350983,0.008079198907601275,0.011091258690094388,0.0,0.7960044747650145
14_SIMPLE,1,0.005667344658586336,0.1167985528077582,0.21455478882229506,0.015210225954566095,0.026166939780168375,0.005014322104270539,0.9836718818919774
14_SIMPLE,2,0.04733570357009858,0.14500560276007066,0.18498114816072764,0.003218986493003435,0.015237334879460024,0.0037383944326177545,0.9851502635994286
14_SIMPLE,3,0.04710494543520461,0.13998716404569486,0.11266474094510642,0.0024256623374140983,0.009340397503943124,0.004692585882080029,0.6532764453185504
14_SIMPLE,4,0.036248732844997286,0.10130528848275404,0.11457057983406792,0.014773044983100595,0.012874271888802557,0.00038896494800449874,0.6701654586450032
14_SIMPLE,5,0.05204191156391707,0.11091882667203663,0.2119494880027446,0.07688551991775763,0.04987428744150768,0.020484750483237762,0.9492301629860531
14_SIMPLE,6,0.07776618208949837,0.12498146393213022,0.21804568416245693,0.04197784028868023,0.020944869088348264,0.013079383475567688,0.9228824914644208
14_SIMPLE,7,0.08067512913461389,0.1325184194996566,0.17119430787243325,0.04075791191866329,0.028324576163926626,0.010095250077299575,0.9319213789046427
14_SIMPLE,8,0.002314884744135625,0.044517183004778464,0.09782944975552897,0.0017041017920955582,5.91016548463357e-05,1.8570610291237207e-05,0.4863073744811206
14_SIMPLE,9,4.312377112882952e-05,0.05225925986112436,0.10931909873262659,8.255122067572008e-05,3.049524274213223e-05,1.4857074939085994e-05,0.5404881614125276
14_SIMPLE,10,0.04414494728363746,0.12697482654138528,0.16164129595170132,0.03508934116974758,0.012869254652893992,0.007387970256569565,0.9529279218620945
14_SIMPLE,11,0.008879545418829977,0.13916543397301695,0.18030681672458262,0.018608177723702234,0.011995181313252994,0.017948829334161826,0.917015472674291
14_COMPOUND,1,0.06264944404292881,0.12414987706536752,0.18599950979193022,0.004541796686742433,0.02113987730344972,0.012712986711014345,0.9812598632785264
14_COMPOUND,2,0.04607897581034753,0.16105038652003734,0.18630873463932518,0.029765692525559273,0.05794396602327096,0.007994840734830982,0.9819972698109604
14_COMPOUND,3,0.013828609829301479,0.12210394388600278,0.12870025002571125,0.016868327887840154,0.009362428620265267,0.007125212934422615,0.6974225665287835
14_COMPOUND,4,0.027657922600622192,0.135583547653994,0.1406498156089764,0.01780057090963331,0.009077683353659936,0.001645361031323677,0.6507379220202197
14_COMPOUND,5,0.04791403784669552,0.08291625342090488,0.2157628622557379,0.07356247653285487,0.03926418380412864,0.015656705649288612,0.9549263233379168
14_COMPOUND,6,0.08773724243878563,0.13034480441174603,0.21195424513230177,0.039628139200170456,0.046987461506277556,0.01014931494532381,0.9314911706798784
14_COMPOUND,7,0.06602295033260559,0.12139039212611254,0.173579262791666,0.03662788427229515,0.03245575517587256,0.008507683863839984,0.9304633098412963
14_COMPOUND,8,0.00046701051936436864,0.04523188005719397,0.13093033890324554,0.0006872041839207201,0.0,0.0,0.5075434031091562
14_COMPOUND,9,0.0,0.07931682152451172,0.10035709262901084,2.431670071004766e-06,0.00023408239700374532,0.0,0.5620422481995057
14_COMPOUND,10,0.04124949811769065,0.15136413039034824,0.1632128232503471,0.03241437997535662,0.020220528102354796,0.01974406611980171,0.9484226344121515
14_COMPOUND,11,0.022707715696724622,0.136232407837248,0.15708082222734862,0.01203775484655399,0.013730050423520665,0.0017725140005758176,0.9110671359823859
15_SIMPLE,1,0.002392806960982563,0.17298723967747087,0.1689606747132393,0.03241061917431586,0.018610119313226058,0.019002971807779212,0.9919641402471634
15_SIMPLE,2,0.07291327465165899,0.16049791282870352,0.20120902282621975,0.044867166392083116,0.0288652512751931,0.012899680046575594,0.9867306554921778
15_SIMPLE,3,0.03520358180632401,0.1523485007485828,0.14943968199935592,0.0027026020583588283,3.1324395439168024e-05,0.0008795792528110265,0.7562811194046164
15_SIMPLE,4,0.015758806710845966,0.16995407753772826,0.11790481634091893,0.0125928298817277,0.00461732840784764,0.0026857767462949655,0.8029416760328558
15_SIMPLE,5,0.04656885454939053,0.19287913769286552,0.18873925147376344,0.050315822060617195,0.025571422020502825,0.021574557084943366,0.9886095146098851
15_SIMPLE,6,0.02613934567659317,0.1391406444128533,0.20387811236434328,0.04634818756512112,0.03967974439798541,0.012535225258659459,0.9731150641304754
15_SIMPLE,7,0.034763661671380494,0.13328162744864294,0.19807959124801766,0.03158013698795289,0.03922659955177198,0.024046754996650144,0.9691801318755454
15_SIMPLE,8,0.004416725202892039,0.0772986911516965,0.14030682347135026,0.02006921422054355,0.011852575490473945,0.00396202447110582,0.719471503725417
15_SIMPLE,9,0.0,0.10664260173955699,0.15629712975125656,0.0004737754480245173,0.002075037369210814,0.00889011191442485,0.7280378374057453
15_SIMPLE,10,0.07008719168554968,0.11368544115245209,0.19703778405340847,0.041191413689336195,0.01668392943333595,0.014141619655325743,0.9829693962823899
15_SIMPLE,11,0.004794694877080334,0.1564797542057403,0.1707609999942989,0.02469371499149198,0.015427635372396359,0.011882178840264214,0.9575178910744512
15_COMPOUND,1,0.017340102481846087,0.13268714006021542,0.21117575557740279,0.02231799028239577,0.012113770127432037,0.021537496044891153,0.990274995302321
15_COMPOUND,2,0.08481585797453244,0.13111981459106792,0.1833438868283588,0.05640978622418569,0.05273912532111298,0.013875849811599675,0.9892588413512334
15_COMPOUND,3,0.024025337899134552,0.1982735984425988,0.09773747288843201,0.015899086408325606,0.004426630357523249,0.0019416328410539856,0.809994734702352
15_COMPOUND,4,0.0013716863441144815,0.1587739155369351,0.11234824854454492,0.01950308301699527,0.00038771151814391243,0.0057373088718008555,0.7653628323995668
15_COMPOUND,5,0.007574411771699961,0.23620966456524642,0.15714067612740165,0.04212539696572272,0.01565397168030461,0.010988234667987616,0.9830352243197409
15_COMPOUND,6,0.03556374746073855,0.15148368322212746,0.20351723034994176,0.045532924863108074,0.035784175056827176,0.010539662828592294,0.9725327387819759
15_COMPOUND,7,0.05504600344365647,0.12201282155096266,0.18404353193316758,0.04055129712875183,0.05441192463907673,0.00936091138254089,0.9682260725056321
15_COMPOUND,8,0.0028569718861158507,0.09849776202725156,0.1461895342918757,0.04018559979158115,0.0037017355572017104,0.0012777453851301004,0.7161481172652161
15_COMPOUND,9,0.000244442949311627,0.10229723920810443,0.1582351895148244,0.0006067540731001269,0.0018811572283699437,0.0033756936429695152,0.7240792876653457
15_COMPOUND,10,0.06825614057180679,0.12344081756972827,0.19720277425029195,0.023464858873181605,0.02916375044472341,0.013413523489659131,0.9805464486318718
15_COMPOUND,11,0.013205923026568124,0.1540469782297957,0.17769666095207606,0.02992350704335977,0.017344190177282465,0.006215990152648744,0.9492404180142837
