ZOOM,PRUEBA,PER_ESTRATO_1,PER_ESTRATO_2,PER_ESTRATO_3,PER_ESTRATO_4,PER_ESTRATO_5,PER_ESTRATO_6,PER_NO_DEFINIDO
13_SIMPLE,1,0.3955501980251736,22.404463026258682,40.40943569607205,1.5377129448784723,0.11855231391059028,0.1945919460720486,60.49524943033854
13_SIMPLE,2,0.8209228515625,27.135086059570312,46.69151306152344,6.366729736328125,0.1682281494140625,0.2044677734375,68.61305236816406
13_SIMPLE,3,1.4102935791015625,27.050399780273438,43.38951110839844,11.649703979492188,0.0457763671875,0.051116943359375,66.4031982421875
13_SIMPLE,4,0.9761810302734375,21.182632446289062,44.80781555175781,8.591079711914062,0.066375732421875,0.02593994140625,74.3499755859375
13_SIMPLE,5,3.2497406005859375,25.722122192382812,37.3992919921875,11.637496948242188,0.1926422119140625,1.2752532958984375,70.52345275878906
13_SIMPLE,6,8.850479125976562,22.072982788085938,36.106109619140625,12.264633178710938,0.1190185546875,0.0957489013671875,70.49102783203125
13_SIMPLE,7,5.2776336669921875,25.152206420898438,32.93266296386719,9.824752807617188,0.719451904296875,0.9006500244140625,75.19264221191406
13_SIMPLE,8,1.9969940185546875,22.55401611328125,28.078460693359375,2.5299072265625,0.1415252685546875,0.2838134765625,94.415283203125
13_SIMPLE,9,0.170135498046875,19.144439697265625,21.219635009765625,0.777435302734375,0.0064849853515625,0.019073486328125,108.66279602050781
13_SIMPLE,10,3.656005859375,27.845001220703125,34.60273742675781,2.68096923828125,0.1056671142578125,0.0339508056640625,81.07566833496094
13_SIMPLE,11,1.9023895263671875,29.923248291015625,40.5609130859375,2.042388916015625,0.9181976318359375,0.0438690185546875,74.60899353027344
13_COMPOUND,1,0.3437042236328125,30.647659301757812,43.88160705566406,2.118682861328125,0.5847930908203125,0.35858154296875,72.06497192382812
13_COMPOUND,2,1.1859893798828125,25.829696655273438,49.2156982421875,4.0271759033203125,0.3204345703125,0.7961273193359375,68.6248779296875
13_COMPOUND,3,2.3082733154296875,25.290679931640625,43.386077880859375,11.512374877929688,0.0492095947265625,0.176239013671875,67.27714538574219
13_COMPOUND,4,0.5924224853515625,19.6563720703125,45.53108215332031,4.874420166015625,0.0797271728515625,0.003814697265625,79.26216125488281
13_COMPOUND,5,2.3075103759765625,22.058868408203125,41.75758361816406,9.154129028320312,0.3574371337890625,1.6246795654296875,72.73979187011719
13_COMPOUND,6,6.61163330078125,21.896743774414062,39.39170837402344,9.066390991210938,0.1922607421875,1.251220703125,71.59004211425781
13_COMPOUND,7,4.5032501220703125,24.271392822265625,35.201263427734375,8.045578002929688,1.21917724609375,1.27410888671875,75.4852294921875
13_COMPOUND,8,0.9288787841796875,28.559112548828125,34.243011474609375,2.19879150390625,0.41351318359375,0.2727508544921875,83.38394165039062
13_COMPOUND,9,0.0751495361328125,26.5594482421875,26.700592041015625,0.0701904296875,0.0453948974609375,0.1911163330078125,96.35810852050781
13_COMPOUND,10,3.389739990234375,26.525115966796875,35.69526672363281,4.3552398681640625,0.128173828125,0.0553131103515625,79.85115051269531
13_COMPOUND,11,6.0207366943359375,22.8607177734375,44.77043151855469,3.1490325927734375,0.6561279296875,0.1918792724609375,72.35107421875
14_SIMPLE,1,3.945096333821617,17.367235819498692,51.38444900512695,2.181529998779297,1.5455563863118489,1.1513710021972658,72.42476145426433
14_SIMPLE,2,2.269363403320313,15.68822860717774,29.904365539550778,0.4199981689453127,0.32231012980143225,0.6008783976236979,54.961522420247384
14_SIMPLE,3,3.6154747009277353,27.85479227701823,22.12181091308595,1.931126912434895,1.689847310384115,1.0511716206868496,45.90244293212891
14_SIMPLE,4,3.11867396036784,12.847042083740234,18.294779459635418,3.249518076578776,1.5990257263183592,0.33620198567708354,64.72142537434897
14_SIMPLE,5,2.4624824523925786,11.044311523437498,26.446342468261726,4.857699076334639,4.809220631917319,1.5034357706705728,53.04317474365234
14_SIMPLE,6,2.85940170288086,13.784027099609379,27.914555867513013,3.5992622375488272,2.3966789245605464,1.2466112772623692,52.36612955729168
14_SIMPLE,7,2.4869283040364585,17.80761082967122,22.70708084106446,4.283523559570314,2.888011932373047,1.003710428873698,52.989800771077455
