ZOOM,PRUEBA,PER_ESTRATO_1,PER_ESTRATO_2,PER_ESTRATO_3,PER_ESTRATO_4,PER_ESTRATO_5,PER_ESTRATO_6,PER_NO_DEFINIDO
14_SIMPLE,8,0.20538965861002614,16.265869140624993,27.354907989501957,0.6064097086588544,0.02117156982421874,0.019454956054687493,59.69346364339191
14_SIMPLE,9,0.012969970703124995,8.63790512084961,29.581960042317704,0.13491312662760424,0.01624425252278646,0.0016848246256510415,65.78098932902019
14_SIMPLE,10,2.435334523518881,14.726511637369786,24.43373998006186,5.246957143147786,1.202138264973959,1.172955830891927,54.949029286702476
14_SIMPLE,11,0.6488482157389324,17.20670064290364,25.951131184895836,2.67947514851888,0.7637341817220047,1.4867464701334636,55.43003082275391
14_COMPOUND,1,3.1882286071777357,15.924135843912762,27.254168192545578,0.9218215942382812,0.45347213745117193,1.301193237304687,55.123647054036454
14_COMPOUND,2,2.0079294840494795,15.194098154703777,23.140907287597656,4.185422261555989,2.9087702433268228,1.6777674357096357,55.05177179972332
14_COMPOUND,3,0.7130622863769533,18.297004699707035,23.63189061482747,4.274749755859378,3.0565897623697924,1.1987686157226565,52.994600931803376
14_COMPOUND,4,3.3226648966471353,21.267350514729817,25.721232096354168,6.231403350830078,1.9410451253255203,0.35111109415690095,45.33185958862301
14_COMPOUND,5,1.863257090250651,8.993784586588543,29.356733957926437,6.074174245198568,3.7666638692220062,1.467768351236979,52.644284566243485
14_COMPOUND,6,3.5046895345052094,14.454332987467446,24.607658386230465,4.692586263020833,2.47055689493815,1.1161486307779942,53.32069396972655
14_COMPOUND,7,2.357959747314453,15.412839253743487,25.86380640665689,4.10515467325846,2.652422587076825,0.8571942647298177,52.91728973388672
14_COMPOUND,8,0.15710194905598962,14.588769276936844,35.717264811197914,0.2280235290527344,0.06701151529947917,0.007979075113932291,53.40051651000973
14_COMPOUND,9,0.00019073486328125003,15.554364522298172,23.259703318278,0.00705718994140625,0.002288818359375,0.0,65.34306208292642
14_COMPOUND,10,2.984015146891276,17.715422312418628,21.295992533365894,4.819520314534507,1.9686063130696614,0.9785334269205724,54.404576619466155
14_COMPOUND,11,1.7739613850911455,20.248667399088536,23.115317026774093,1.941617329915364,0.6023406982421876,0.6249109903971355,55.859851837158196
15_SIMPLE,1,0.0629679361979167,18.39022742377388,21.74928877088759,3.5210630628797723,1.3826963636610248,0.7828055487738715,58.277617560492615
15_SIMPLE,2,2.4221208360460085,13.724551730685768,20.194863213433152,5.6805335150824705,2.022026909722222,0.8953094482421866,56.17170545789931
15_SIMPLE,3,1.7841678195529522,18.07500203450523,23.32994249131945,0.5506727430555554,0.07377624511718746,0.35259670681423605,56.94495307074651
15_SIMPLE,4,1.53943379720052,24.35545179578995,14.521942138671864,3.097407023111979,0.8850182427300349,0.321570502387153,56.390287611219634
15_SIMPLE,5,1.2391747368706592,19.567303127712677,17.78957790798611,3.0449506971571174,1.4303249782986118,1.8559095594618056,56.183870103624095
15_SIMPLE,6,0.8181338840060769,8.64648607042101,25.66780938042532,5.607393052842887,3.121032714843748,0.9053632948133673,56.344892713758654
15_SIMPLE,7,1.5174441867404538,7.634336683485239,27.05550299750436,3.7720404730902786,1.258722941080729,3.4953816731770857,56.37768215603299
15_SIMPLE,8,0.19589742024739593,12.967580159505218,26.82578192816839,4.4843800862630205,1.9821590847439234,0.6489139133029509,54.0063985188802
15_SIMPLE,9,0.0,14.33693779839409,27.975947062174498,0.25983174641927076,0.13031005859375003,0.9217071533203129,57.48637729220916
15_SIMPLE,10,3.4868876139322933,8.640357123480904,23.44756232367621,6.093512641059026,1.4621141221788199,1.8042076958550337,56.1764695909288
15_SIMPLE,11,0.1925743950737843,16.483900282118057,22.340096367730027,3.1983100043402795,1.7050764295789924,0.6301116943359378,56.56104193793403
15_COMPOUND,1,0.1588185628255207,10.083160400390627,29.002532958984386,2.394019232855903,0.9502749972873265,2.5706312391493045,55.951673719618064
15_COMPOUND,2,1.4561123318142355,11.068784925672752,17.868593004014755,7.592256334092883,6.042251586914064,0.9468332926432295,56.13627963595919
15_COMPOUND,3,1.1685095893012152,29.51760186089409,10.721087985568575,1.6007571750217016,1.0643853081597212,0.46284993489583354,56.57591925726987
15_COMPOUND,4,0.028491550021701374,26.733991834852414,17.392484876844605,3.990944756401906,0.009231567382812497,0.4879252115885418,52.46804131401905
15_COMPOUND,5,0.2257961697048608,24.196997748480882,14.942279391818582,3.558909098307291,1.3515557183159725,0.6644863552517362,56.171086629231816
15_COMPOUND,6,1.0202789306640618,11.90954420301649,24.54161749945746,5.547468397352431,1.0658009847005216,0.7234276665581595,56.30297342936201
15_COMPOUND,7,3.2520972357855875,7.069023980034723,24.582010904947907,4.841520521375869,2.0329793294270826,2.917760213216151,56.41571892632379
15_COMPOUND,8,0.06202697753906251,11.719131469726562,24.887432522243937,8.759282430013013,1.030146280924478,0.27235243055555586,54.38073900010845
15_COMPOUND,9,0.0017462836371527786,14.786504109700537,29.852532280815982,0.3348202175564229,0.33759223090277785,0.5873107910156249,55.21060519748269
15_COMPOUND,10,3.0383894178602437,9.40963745117186,24.541066487630204,2.0224083794487853,3.667975531684029,2.317343817816841,56.114290025499145
15_COMPOUND,11,0.4488711886935768,15.929031372070314,22.032199435763882,3.4343126085069473,1.5590413411458326,0.9759351942274306,56.73171997070316
